feature,coefficient,abs_coefficient
text__trincada,-0.26988199791013295,0.26988199791013295
text__quem,-0.26966623461809397,0.26966623461809397
text__vou devolver,-0.26957827236490445,0.26957827236490445
text__cumpriu prometido,-0.26956799853711594,0.26956799853711594
text__excelente em,-0.26936351610533366,0.26936351610533366
text__não entregou,-0.269258144431995,0.269258144431995
text__fronhas,-0.269148785030974,0.269148785030974
text__entregue de,-0.2689829935786917,0.2689829935786917
text__do aparelho,-0.2689600506402675,0.2689600506402675
text__material ótimo,-0.26887191500795965,0.26887191500795965
text__efetuar,-0.2688355644051503,0.2688355644051503
text__dois,0.26880409550168216,0.26880409550168216
text__banho,-0.2687498737516477,0.2687498737516477
text__me deixou,-0.2686098212879823,0.2686098212879823
text__expectativa,0.26845989660991415,0.26845989660991415
text__um email,-0.268377449275767,0.268377449275767
text__sim recomendo,-0.2683387153734076,0.2683387153734076
text__mesma marca,-0.26822577554820237,0.26822577554820237
text__vc,-0.2681995449263468,0.2681995449263468
text__palavras,-0.26813190655928504,0.26813190655928504
text__mas está,-0.26810832006717067,0.26810832006717067
text__percebi que,-0.2680506696096359,0.2680506696096359
text__lavar,-0.2680497122272703,0.2680497122272703
text__hp,-0.26786506426636,0.26786506426636
text__site super,-0.267578310448311,0.267578310448311
text__ok com,-0.2675616329124932,0.2675616329124932
text__de que,-0.2675529795484631,0.2675529795484631
text__só entregaram,-0.26723209008694265,0.26723209008694265
text__que na,0.2671342774711402,0.2671342774711402
text__lindo de,0.2671306585666886,0.2671306585666886
text__entrega antecipada,-0.267130459364284,0.267130459364284
text__compraria,-0.26704923533392944,0.26704923533392944
text__certo obrigada,-0.2666915239555614,0.2666915239555614
text__ótimo de,-0.2666429977500552,0.2666429977500552
text__veio perfeito,-0.26658202795555724,0.26658202795555724
text__minha sala,-0.2665816448458506,0.2665816448458506
text__recorde,-0.2665684040936958,0.2665684040936958
text__tempo recorde,-0.2665684040936958,0.2665684040936958
text__exatamente igual,-0.2665450668331502,0.2665450668331502
text__escrito,-0.2664632980655454,0.2664632980655454
text__foi cobrado,-0.26638989505997435,0.26638989505997435
text__toda equipe,-0.2662248717545566,0.2662248717545566
text__bom prazo,-0.2661629550703138,0.2661629550703138
text__uma caixa,-0.26614185135121105,0.26614185135121105
text__além do,-0.2658823839608809,0.2658823839608809
text__produto excelente,0.26577212040014553,0.26577212040014553
text__tenho como,-0.2657098079166298,0.2657098079166298
text__preço muito,-0.26529005956328333,0.26529005956328333
text__prazo valeu,-0.26528093147504145,0.26528093147504145
text__produto quando,-0.2651628184135513,0.2651628184135513
text__pulseiras,-0.26513411510053886,0.26513411510053886
text__garrafa,-0.26496585324258837,0.26496585324258837
text__com anunciado,-0.2649626417642737,0.2649626417642737
text__pela targaryen,-0.2648717410247765,0.2648717410247765
text__eu tive,-0.2647934423343921,0.2647934423343921
text__positivo,-0.2647921094250587,0.2647921094250587
text__vão,-0.26467763143166584,0.26467763143166584
text__mais em,-0.26465806720552576,0.26465806720552576
text__mas no,-0.2645658593798134,0.2645658593798134
text__seu,0.2645459279511195,0.2645459279511195
text__já está,-0.2645167793301464,0.2645167793301464
text__panos,-0.26431115165202185,0.26431115165202185
text__mal embalado,0.2641183574888903,0.2641183574888903
text__barulho,-0.26373820233059303,0.26373820233059303
text__problema que,-0.2636607341796447,0.2636607341796447
text__veio menor,-0.2635692627844534,0.2635692627844534
text__efeito,-0.26352984119411116,0.26352984119411116
text__cetim,-0.26341312789056015,0.26341312789056015
text__pacotes,-0.26318089331185085,0.26318089331185085
text__câmera,-0.26310305354575947,0.26310305354575947
text__porém produto,-0.2629801204818254,0.2629801204818254
text__presente para,-0.262970492571485,0.262970492571485
text__riscado,-0.26267631003927183,0.26267631003927183
text__gostei foi,-0.2626296399075124,0.2626296399075124
text__utilizei produto,-0.2624622725411876,0.2624622725411876
text__eficiência na,-0.2623820288637445,0.2623820288637445
text__foi excelente,-0.2623151433751358,0.2623151433751358
text__não tem,0.2622895231889407,0.2622895231889407
text__para compra,-0.2621479341129129,0.2621479341129129
text__separado,-0.2620359941496496,0.2620359941496496
text__mínimo,-0.26202636755356257,0.26202636755356257
text__veio direitinho,-0.2619871663671242,0.2619871663671242
text__ainda assim,-0.26188365481647197,0.26188365481647197
text__sabor,0.2618530947742794,0.2618530947742794
text__fatura,-0.26180961515200096,0.26180961515200096
text__mostrado,-0.2617237444055381,0.2617237444055381
text__uma unidade,-0.26159201728831555,0.26159201728831555
text__estipulado muito,-0.26155083456939116,0.26155083456939116
text__hora da,-0.26154572123446307,0.26154572123446307
text__mercadorias,0.26139779656618073,0.26139779656618073
text__greve dos,0.2612358036107461,0.2612358036107461
text__parado,-0.26119570522028773,0.26119570522028773
text__só chegaram,-0.26105862943425273,0.26105862943425273
text__retirar produto,-0.26100556373034417,0.26100556373034417
text__postado,-0.2607722800391151,0.2607722800391151
text__feio,-0.26076969007388806,0.26076969007388806
text__recomendar,-0.2606656558824684,0.2606656558824684
text__reforçada,-0.2605666300624296,0.2605666300624296
text__danificada,-0.2604595358722623,0.2604595358722623
text__retirar no,-0.25998564053843587,0.25998564053843587
text__voltagem,-0.25983478948448196,0.25983478948448196
text__acontecido,-0.25972699322961956,0.25972699322961956
text__excelente mas,-0.2597225204383672,0.2597225204383672
text__não recomendo,0.2595993363343228,0.2595993363343228
text__compro,-0.25947664880741006,0.25947664880741006
text__para qualquer,-0.25944007437183936,0.25944007437183936
text__prazo máximo,-0.2592112142710724,0.2592112142710724
text__nas,-0.2592072506261076,0.2592072506261076
text__fazer compra,-0.2591731357972437,0.2591731357972437
text__loja pois,-0.25901948855378976,0.25901948855378976
text__prevista produto,-0.2590176636731694,0.2590176636731694
text__cor muito,-0.25875580785426816,0.25875580785426816
text__recebeu,-0.2584406510084419,0.2584406510084419
text__tempo previsto,0.2583262158523139,0.2583262158523139
text__um absurdo,-0.25828348825387343,0.25828348825387343
text__já que,-0.25823696215367314,0.25823696215367314
text__xbox,-0.25822637496689627,0.25822637496689627
text__tv,-0.25808845158851834,0.25808845158851834
text__no,-0.25797182867793506,0.25797182867793506
text__apaixonada,-0.25786942423400255,0.25786942423400255
text__sai,-0.2577653405219825,0.2577653405219825
text__facil,-0.2577190909062218,0.2577190909062218
text__numa,-0.25757956355986394,0.25757956355986394
text__do anúncio,-0.25740268437884106,0.25740268437884106
text__pra minha,-0.2572887644047436,0.2572887644047436
text__esperar,-0.2572722710452853,0.2572722710452853
text__loja mas,-0.2571363290040657,0.2571363290040657
text__porquê,-0.2570806216810635,0.2570806216810635
text__condiçoes,-0.2569954961612491,0.2569954961612491
text__está com,0.2568453938539875,0.2568453938539875
text__esperei,-0.2568360621309807,0.2568360621309807
text__moderno,-0.25659972896732147,0.25659972896732147
text__loja de,-0.256554894265254,0.256554894265254
text__comprei 03,-0.25602513707330127,0.25602513707330127
text__estamos,0.2560182929904698,0.2560182929904698
text__produto porque,-0.2560139368256942,0.2560139368256942
text__parabéns chegou,-0.25599237203703545,0.25599237203703545
text__de vocês,-0.2559790962083146,0.2559790962083146
text__eu vi,-0.2559294986970888,0.2559294986970888
text__feliz,-0.2559128289939923,0.2559128289939923
text__cumpriu prazo,-0.255863671049427,0.255863671049427
text__produto vou,-0.25569227070854966,0.25569227070854966
text__motor,-0.2552988456946523,0.2552988456946523
text__resto tudo,-0.2552755321544235,0.2552755321544235
text__porém só,-0.25525007935657157,0.25525007935657157
text__lg,-0.25521503549464697,0.25521503549464697
text__ainda produto,-0.25500751091653034,0.25500751091653034
text__varão,-0.25497887843249323,0.25497887843249323
text__fato,-0.25485239904762225,0.25485239904762225
text__resultados,-0.2548374879771576,0.2548374879771576
text__na americana,-0.25449380007373285,0.25449380007373285
text__utilizado,-0.25441846211189517,0.25441846211189517
text__tô,-0.2543731412152396,0.2543731412152396
text__lannister produto,-0.2543268820806809,0.2543268820806809
text__nao tenho,-0.25395542303891605,0.25395542303891605
text__pq não,-0.2539140754480842,0.2539140754480842
text__recomendo esse,-0.25367182656978504,0.25367182656978504
text__respondeu,-0.25350062728353745,0.25350062728353745
text__pra fazer,-0.25318491785870195,0.25318491785870195
text__cama,-0.2531800584340133,0.2531800584340133
text__criança,-0.25306317006948426,0.25306317006948426
text__problema recomendo,-0.25279305505889266,0.25279305505889266
text__comprei itens,-0.25273785218371997,0.25273785218371997
text__atendeu às,-0.2525956138190052,0.2525956138190052
tab__cat__seller_state_mode_RS,-0.2525048660188444,0.2525048660188444
text__esperado muito,-0.252352989218039,0.252352989218039
text__diferença,-0.2522644686327849,0.2522644686327849
text__detestei,-0.2522563521253003,0.2522563521253003
text__alem,-0.25223694166152105,0.25223694166152105
text__aplicação,-0.25207512091885287,0.25207512091885287
text__justiça,-0.25194846620356603,0.25194846620356603
text__prazo loja,-0.25178890801117243,0.25178890801117243
text__elogios,-0.251676559318695,0.251676559318695
text__imprevisto,-0.25155105935270844,0.25155105935270844
text__faltam,-0.25151964367294016,0.25151964367294016
text__recebi mas,-0.25134615861533,0.25134615861533
text__como foi,-0.25130145734035614,0.25130145734035614
text__parceira,-0.25118032534898815,0.25118032534898815
text__sempre me,-0.2511240741516522,0.2511240741516522
text__protetor,-0.2511139092415826,0.2511139092415826
text__que tenho,-0.2510892490281133,0.2510892490281133
text__adorei,0.2510056386330879,0.2510056386330879
text__protetora,-0.250907468353726,0.250907468353726
text__algo que,-0.2508969691325607,0.2508969691325607
text__bicicleta,-0.25071718948298444,0.25071718948298444
text__esperava que,-0.2504793127383542,0.2504793127383542
text__hoje não,-0.25042087282448533,0.25042087282448533
text__mas as,-0.2501879826013609,0.2501879826013609
text__encaixe,-0.25018647112682557,0.25018647112682557
text__perfeito na,-0.24997074619721413,0.24997074619721413
text__estipulado produto,-0.2499706274182272,0.2499706274182272
text__corta,-0.2498863207995939,0.2498863207995939
text__emissão,-0.24987036393938314,0.24987036393938314
text__disseram,-0.24980688556056885,0.24980688556056885
text__lençóis,-0.24980397423626888,0.24980397423626888
text__prazo mto,-0.24971937188255483,0.24971937188255483
text__atraso,0.24961061832599266,0.24961061832599266
text__online,-0.24959097512607148,0.24959097512607148
text__dia previsto,-0.2494558793503673,0.2494558793503673
text__comprar pela,-0.2492759259299108,0.2492759259299108
text__chegou no,0.24926020147685007,0.24926020147685007
text__chegou depois,-0.24917427819396654,0.24917427819396654
text__site produto,-0.24899071365721326,0.24899071365721326
text__atrás,-0.24892643184923924,0.24892643184923924
text__enviada,-0.24887978990120455,0.24887978990120455
text__compra sem,-0.24880389430999794,0.24880389430999794
text__de parabéns,0.2487913899823806,0.2487913899823806
text__pensando,-0.24876184248341937,0.24876184248341937
text__errado comprei,-0.2487618404090132,0.2487618404090132
text__entrega para,-0.24864651972312568,0.24864651972312568
text__na imagem,-0.24860607146978198,0.24860607146978198
text__mostrava,-0.24853265057687549,0.24853265057687549
text__novas,-0.24844250079696573,0.24844250079696573
text__não está,-0.24841445790852518,0.24841445790852518
text__rápidas,-0.24802326905690733,0.24802326905690733
text__negociação,-0.24792456017377054,0.24792456017377054
text__acabamento,0.24783506246723208,0.24783506246723208
text__produtos entregue,-0.24776466749838397,0.24776466749838397
text__desse produto,-0.2476856912749023,0.2476856912749023
text__rápido na,-0.24767355246038913,0.24767355246038913
text__faltou,0.24758550108161467,0.24758550108161467
text__legal,-0.24736966436072064,0.24736966436072064
text__excelente qualidade,0.24732616964222592,0.24732616964222592
text__danos,-0.24693789088744325,0.24693789088744325
text__culpa dos,-0.24691333859783418,0.24691333859783418
text__em dois,-0.24684586159576044,0.24684586159576044
text__antes mesmo,-0.24646814150249438,0.24646814150249438
text__impressão,0.24635120499690819,0.24635120499690819
text__para um,-0.2463075307173298,0.2463075307173298
text__excelente trabalho,-0.2462865509144891,0.2462865509144891
text__hj,-0.24621640568949554,0.24621640568949554
text__pois mesmo,-0.24616527702811158,0.24616527702811158
text__preço de,-0.24608102238136598,0.24608102238136598
text__dormir,-0.24606569216501123,0.24606569216501123
text__passaram,-0.2459707772546611,0.2459707772546611
text__correto recomendo,-0.2455136555752048,0.2455136555752048
text__ligou,-0.24534398107979,0.24534398107979
text__do produto,-0.24525601507518363,0.24525601507518363
text__em duas,-0.24524291810107496,0.24524291810107496
text__cedo,-0.24511273877223655,0.24511273877223655
text__para uso,-0.2450876156983502,0.2450876156983502
text__rápida porém,-0.24498764505684859,0.24498764505684859
text__acessórios,-0.24494874796430197,0.24494874796430197
text__devolvido,-0.24488743084089556,0.24488743084089556
text__muita demora,-0.2447608183392607,0.2447608183392607
text__ocorrido,-0.24472220814609427,0.24472220814609427
text__satisfeita recomendo,-0.24462002076742986,0.24462002076742986
text__80,-0.24451057183800942,0.24451057183800942
text__faz um,-0.24428765978540884,0.24428765978540884
text__pedido no,-0.2439416361579632,0.2439416361579632
text__já tinha,-0.24392322726365498,0.24392322726365498
text__bebe,-0.24384823732491745,0.24384823732491745
text__do celular,-0.24374385203299934,0.24374385203299934
text__demorando muito,-0.2437289360789217,0.2437289360789217
text__ajuste,-0.24371582255924668,0.24371582255924668
text__compra fiquei,-0.24343674638801757,0.24343674638801757
text__sugiro,-0.24330416115555256,0.24330416115555256
text__boa porém,-0.24324328077484544,0.24324328077484544
text__precisa melhorar,-0.24323945400172722,0.24323945400172722
text__embalados,0.24321236819097286,0.24321236819097286
text__ficam,-0.24319224255590213,0.24319224255590213
text__que mesmo,-0.24318353830002035,0.24318353830002035
text__disse,-0.2431001922800408,0.2431001922800408
text__família,-0.2429761957838469,0.2429761957838469
text__sem contar,-0.24279635122300097,0.24279635122300097
text__vcs estão,-0.24277488822327514,0.24277488822327514
text__proteger,-0.24277226103312416,0.24277226103312416
text__foi cumprido,-0.24273023628210585,0.24273023628210585
text__pois produto,-0.24260911235831448,0.24260911235831448
text__apenas duas,-0.24251791591295033,0.24251791591295033
text__produtos foi,-0.2423484455511729,0.2423484455511729
text__com relação,-0.24230311073434582,0.24230311073434582
text__sem nenhuma,-0.2420330272267176,0.2420330272267176
text__atendimento prazo,-0.242023225520151,0.242023225520151
text__defeito não,-0.24186384660003296,0.24186384660003296
text__parecia,-0.24181671298581564,0.24181671298581564
text__prazo não,-0.24165472888183656,0.24165472888183656
text__retorno da,-0.2416076980421701,0.2416076980421701
text__sem comentarios,-0.2415844561419666,0.2415844561419666
text__de montar,-0.24149528700832845,0.24149528700832845
text__meu sofá,-0.2413696640331466,0.2413696640331466
text__ao stark,-0.24129432516494884,0.24129432516494884
text__falar que,-0.24083379316665857,0.24083379316665857
text__com voces,-0.24073087661889483,0.24073087661889483
text__comprometida,-0.24053306613278663,0.24053306613278663
text__comprometida com,-0.24053306613278663,0.24053306613278663
text__prazo limite,-0.24039849197800164,0.24039849197800164
text__led,-0.24030241841093822,0.24030241841093822
text__mochila,-0.24030190631347156,0.24030190631347156
text__fundo,-0.24021215811047789,0.24021215811047789
text__direto,-0.2401849611919702,0.2401849611919702
text__profissional,-0.24016122224093978,0.24016122224093978
text__sentido,-0.23998343461943075,0.23998343461943075
text__pouca,-0.23994802650168764,0.23994802650168764
text__com qualidade,0.2398125703993898,0.2398125703993898
text__qualidades,-0.2395003024267207,0.2395003024267207
text__ter mais,-0.23940555448122053,0.23940555448122053
text__ainda mas,-0.23937380181598805,0.23937380181598805
text__maior,0.23932687863055382,0.23932687863055382
text__saber que,-0.23922636447556872,0.23922636447556872
text__loja targaryen,0.23915145329738308,0.23915145329738308
text__porém recebi,-0.23906272362908149,0.23906272362908149
text__corte,-0.23887236916777138,0.23887236916777138
text__mais rapido,-0.23876830220380252,0.23876830220380252
text__confere,-0.23872625221556912,0.23872625221556912
text__com esperado,-0.2385512323031926,0.2385512323031926
text__correto sem,-0.23855020516390368,0.23855020516390368
text__ver se,-0.23851636587342662,0.23851636587342662
text__esperava chegou,-0.23850815592975577,0.23850815592975577
text__características,-0.23850452085953247,0.23850452085953247
text__mercadoria bem,-0.23848521041994455,0.23848521041994455
text__bem satisfeito,-0.23827943421183995,0.23827943421183995
text__semanas antes,-0.23821325219569234,0.23821325219569234
text__ter recebido,-0.2380659743041009,0.2380659743041009
text__tava,-0.23805541696668206,0.23805541696668206
text__para uma,-0.2380299069085926,0.2380299069085926
text__cadeira veio,-0.23800903978640708,0.23800903978640708
text__lojas lannister,0.23800886516407058,0.23800886516407058
text__de má,-0.23755183017598722,0.23755183017598722
text__mandaram outro,-0.23755077130744748,0.23755077130744748
text__so,0.23744185661566267,0.23744185661566267
text__site não,-0.23736584158206855,0.23736584158206855
text__entendo,-0.23724755840382866,0.23724755840382866
text__responder,-0.23723681488671106,0.23723681488671106
text__pouco pra,-0.23722944385173822,0.23722944385173822
text__minha encomenda,-0.23705170349054855,0.23705170349054855
text__não sei,0.2370322388604875,0.2370322388604875
text__recebi não,-0.2369863845667484,0.2369863845667484
tab__cat__seller_state_mode_DF,-0.23680305962919393,0.23680305962919393
text__impressionada,-0.23663667411453512,0.23663667411453512
text__perceber,-0.23648198143307894,0.23648198143307894
text__certo mas,-0.2364515434567379,0.2364515434567379
text__maior que,-0.236396899136462,0.236396899136462
text__cor que,-0.23630045099639277,0.23630045099639277
text__tive nenhum,-0.23625037225218465,0.23625037225218465
text__para loja,-0.2362456934588403,0.2362456934588403
text__com os,0.23616937708847266,0.23616937708847266
text__entrega estava,-0.23616734380135682,0.23616734380135682
text__comprar nessa,-0.2361530422127608,0.2361530422127608
text__de venda,-0.23609045877083237,0.23609045877083237
text__vejo,-0.235944655296063,0.235944655296063
text__enviaram um,-0.2354142906264617,0.2354142906264617
text__compra realizada,-0.23529711237960618,0.23529711237960618
text__pois recebi,-0.23521718947545464,0.23521718947545464
text__detalhes do,-0.23517485928406645,0.23517485928406645
text__com avaria,-0.2350447272386589,0.2350447272386589
text__desenho,-0.23490907787346413,0.23490907787346413
text__do correios,-0.23472346191796264,0.23472346191796264
text__aguardo da,-0.23450170449508684,0.23450170449508684
text__acabei,-0.2344850352087318,0.2344850352087318
text__pequenos,-0.23441811511449065,0.23441811511449065
text__de embalagem,-0.2342077314577183,0.2342077314577183
text__zero,-0.23419894978804925,0.23419894978804925
text__ninguem,-0.23398321720183637,0.23398321720183637
text__chegou dia,-0.23395343256409568,0.23395343256409568
text__dos lados,-0.23393347235750375,0.23393347235750375
text__atendimento com,-0.23389231252012302,0.23389231252012302
text__de tudo,-0.23356679559718702,0.23356679559718702
text__mas atende,-0.23351434145045644,0.23351434145045644
text__em que,-0.23345159532177712,0.23345159532177712
text__produto obrigado,-0.2333979951881578,0.2333979951881578
text__entregue dia,-0.23322696692027786,0.23322696692027786
text__prevista,-0.23322422675755308,0.23322422675755308
text__opções de,-0.2331970575697836,0.2331970575697836
text__crianças,-0.233177641636219,0.233177641636219
text__fotos do,-0.23305901840223908,0.23305901840223908
text__as especificações,-0.23305478178648525,0.23305478178648525
text__aspectos,-0.23276978351641736,0.23276978351641736
text__os aspectos,-0.23276978351641736,0.23276978351641736
text__película,0.23250325042369735,0.23250325042369735
text__disseram que,-0.23237719949298305,0.23237719949298305
text__de todas,-0.23230722360575193,0.23230722360575193
text__de madeira,-0.23226343279405276,0.23226343279405276
text__levou,-0.23225026257161116,0.23225026257161116
text__foi melhor,-0.23197572903452698,0.23197572903452698
text__as fotos,-0.23191429121627705,0.23191429121627705
text__mais resistente,-0.23191331872141896,0.23191331872141896
text__fácil manuseio,-0.23175420815885614,0.23175420815885614
text__qualidade estou,-0.23170546740729242,0.23170546740729242
text__selo,-0.23166137982600207,0.23166137982600207
text__explicado,-0.23153380887582642,0.23153380887582642
text__então não,-0.23150496081875377,0.23150496081875377
text__cartuchos,-0.2313893481635833,0.2313893481635833
text__obrigado pelo,-0.23138847590621317,0.23138847590621317
text__duvida,-0.23133728490718564,0.23133728490718564
text__faltando um,0.23130061378900207,0.23130061378900207
text__compra nessa,-0.23126664481565626,0.23126664481565626
text__período,-0.23111678714654238,0.23111678714654238
text__adaptador,-0.23100609569224292,0.23100609569224292
text__nao posso,-0.23087004668206948,0.23087004668206948
text__apenas 01,-0.23079395335038824,0.23079395335038824
text__bom dentro,-0.23069153102179563,0.23069153102179563
text__três dias,-0.23049956076900074,0.23049956076900074
text__questão,-0.23049717632040298,0.23049717632040298
text__escolhido,-0.2304103769703934,0.2304103769703934
text__pós,-0.23029354455447526,0.23029354455447526
text__já se,-0.23013365155641605,0.23013365155641605
text__com consumidor,-0.2299184789245529,0.2299184789245529
text__prazo gostei,-0.22958002607410588,0.22958002607410588
text__protudo,-0.22948667402104064,0.22948667402104064
text__cumpriu com,-0.2294534023346635,0.2294534023346635
text__em cima,-0.22935961892401913,0.22935961892401913
text__presente momento,-0.2292923865379818,0.2292923865379818
text__pela eficiência,-0.2291831576550559,0.2291831576550559
text__gostamos,-0.2290547126165421,0.2290547126165421
text__não tenho,0.22902831030432994,0.22902831030432994
text__em meu,-0.22882254070165686,0.22882254070165686
text__sites,-0.22881636852826542,0.22881636852826542
text__ou devolução,-0.22878957997288038,0.22878957997288038
text__para resolver,-0.2284948935174817,0.2284948935174817
text__ao mesmo,-0.22846459518989823,0.22846459518989823
text__mesmo tempo,-0.22846459518989823,0.22846459518989823
text__sair,-0.22835752296213693,0.22835752296213693
text__anti,-0.22829992084639555,0.22829992084639555
text__dela,-0.22829162199695535,0.22829162199695535
text__informando,-0.22821225705537512,0.22821225705537512
text__boneco,-0.22804486099933402,0.22804486099933402
tab__cat__product_category_main_telephony,0.22769657740361252,0.22769657740361252
text__ainda com,-0.22763769370817188,0.22763769370817188
text__compra mas,-0.22761200357223874,0.22761200357223874
text__unidades do,-0.227608405625827,0.227608405625827
text__meses,-0.22759123338552395,0.22759123338552395
text__só falta,-0.22755593787858347,0.22755593787858347
text__película não,-0.2274143448506914,0.2274143448506914
text__pratos,-0.22741430923828707,0.22741430923828707
text__estoque,-0.22730987925388405,0.22730987925388405
text__produto correto,0.22730464741497422,0.22730464741497422
text__dessa loja,-0.22722872931668164,0.22722872931668164
text__bem inferior,-0.2271935846418025,0.2271935846418025
text__comprometimento,-0.22719114042944427,0.22719114042944427
text__vale pena,0.22710870763422022,0.22710870763422022
text__de vcs,-0.22696264011140901,0.22696264011140901
text__agora vou,-0.22679673938465253,0.22679673938465253
text__previsto com,-0.22666178831695646,0.22666178831695646
text__motivo de,-0.2266598083343179,0.2266598083343179
text__favor me,-0.22655617395784663,0.22655617395784663
text__sempre chega,-0.22655532725557567,0.22655532725557567
text__foi pago,-0.2263177488390679,0.2263177488390679
text__último,-0.2262669457729202,0.2262669457729202
text__entraga,-0.22615181091863276,0.22615181091863276
text__com anúncio,-0.226115914162314,0.226115914162314
text__porém na,-0.22610317331893592,0.22610317331893592
text__recomendo com,0.22604737065637415,0.22604737065637415
text__para troca,-0.2260443830020036,0.2260443830020036
text__foi usado,-0.2260068398102024,0.2260068398102024
text__outras lojas,-0.2258919576396537,0.2258919576396537
text__só me,-0.22568738432533947,0.22568738432533947
text__de se,-0.22568442762323251,0.22568442762323251
text__disse que,-0.22546952963941747,0.22546952963941747
text__eu compro,-0.2253757199284159,0.2253757199284159
text__pior,-0.22532538529811408,0.22532538529811408
text__condições dentro,-0.22523377984101722,0.22523377984101722
text__muito chateada,-0.2251180286415355,0.2251180286415355
text__caixa,-0.22497828963195962,0.22497828963195962
text__esse site,-0.2248133682505142,0.2248133682505142
text__viria,-0.22475754729667735,0.22475754729667735
text__fiz pedido,0.22463275666728955,0.22463275666728955
text__comprar por,-0.22461247618704447,0.22461247618704447
text__compra,0.22447589945239352,0.22447589945239352
text__so veio,-0.22445510835453478,0.22445510835453478
text__não vou,-0.2242999301666557,0.2242999301666557
text__cliente muito,-0.22423039682819462,0.22423039682819462
text__necessário,-0.22409334226115069,0.22409334226115069
text__ate hoje,-0.22406370769911044,0.22406370769911044
text__voltar,-0.22404269739342667,0.22404269739342667
text__uma excelente,-0.22391645249738265,0.22391645249738265
text__os pelos,-0.2237787169644317,0.2237787169644317
text__mais caro,-0.2237135959554929,0.2237135959554929
text__equipe da,-0.2236795909080446,0.2236795909080446
text__laterais,-0.22348444621023209,0.22348444621023209
text__de lençol,-0.22341744621502585,0.22341744621502585
text__gostei bastante,0.22341602076742015,0.22341602076742015
text__que vou,-0.22332696892441634,0.22332696892441634
text__senti,-0.22323758905646585,0.22323758905646585
text__objeto,-0.22318350451443325,0.22318350451443325
text__suporte,0.22300900300111487,0.22300900300111487
text__aparenta,-0.22292856372925376,0.22292856372925376
text__mail para,-0.2228562098521208,0.2228562098521208
text__liga,-0.22280800897798841,0.22280800897798841
text__aconteceu,0.222730306496975,0.222730306496975
text__que esta,-0.2226593239672447,0.2226593239672447
text__realizada,-0.22260295229072136,0.22260295229072136
text__excelente vendedor,-0.22239494535688678,0.22239494535688678
text__aparência de,-0.22236631821774705,0.22236631821774705
text__estou muito,0.2223127297170984,0.2223127297170984
text__expirou,-0.22218993277194424,0.22218993277194424
text__chato,-0.22189684324949988,0.22189684324949988
text__fazem,-0.22181408924825993,0.22181408924825993
text__sempre recebi,-0.22178321256442435,0.22178321256442435
text__mes,-0.22165861567935244,0.22165861567935244
text__ter vindo,-0.22160824121285444,0.22160824121285444
text__de antecedência,-0.22152843218486615,0.22152843218486615
text__burocracia,-0.22137920602408206,0.22137920602408206
text__muito satisfeita,-0.2210560675525686,0.2210560675525686
text__vi na,-0.22098825868385857,0.22098825868385857
text__indicaria,-0.22094699579719482,0.22094699579719482
text__suja,-0.2208714843498981,0.2208714843498981
text__imediatamente,-0.22080308762961115,0.22080308762961115
text__parece muito,-0.2207937963209845,0.2207937963209845
text__emails,-0.22076155249536858,0.22076155249536858
text__aguardo resposta,-0.22074971873815358,0.22074971873815358
text__compatível com,-0.22074534870398785,0.22074534870398785
text__preço prazo,-0.2206163492663108,0.2206163492663108
text__tamanho do,-0.22051976557457093,0.22051976557457093
text__se fosse,-0.22036131255129307,0.22036131255129307
text__fiquei na,-0.22030044885924593,0.22030044885924593
text__que nem,-0.22008228734275134,0.22008228734275134
text__comunicado,-0.2200503533690392,0.2200503533690392
text__muito fácil,-0.21970265456506916,0.21970265456506916
text__para compras,-0.2196033085030162,0.2196033085030162
text__tirando,-0.21944049397704218,0.21944049397704218
text__nota dez,-0.2194027598754805,0.2194027598754805
text__nao me,-0.21927681516152644,0.21927681516152644
text__no lugar,-0.21927357029751704,0.21927357029751704
text__parabéns toda,-0.2192597564240617,0.2192597564240617
text__pedido em,-0.21910700419910756,0.21910700419910756
text__cadeira,0.2190852235707187,0.2190852235707187
text__preco,-0.218814794581407,0.218814794581407
text__mil,-0.21876807153015482,0.21876807153015482
text__eu adorei,-0.2183401903282074,0.2183401903282074
text__em greve,-0.2183324459006551,0.2183324459006551
text__se eu,-0.21828907234878386,0.21828907234878386
text__meu caso,-0.21817459603508554,0.21817459603508554
text__qualidade só,-0.21798816364027754,0.21798816364027754
text__esperada,-0.21784911929946713,0.21784911929946713
text__residencia,-0.21768918920820127,0.21768918920820127
text__até do,-0.21745061485619518,0.21745061485619518
text__na venda,-0.21745010254807132,0.21745010254807132
text__que escolhi,-0.21736084441977563,0.21736084441977563
text__não deu,-0.21733191362385312,0.21733191362385312
text__quanto entrega,-0.21730756497513629,0.21730756497513629
text__meu email,-0.2171596946961794,0.2171596946961794
text__vender,-0.2170452749579265,0.2170452749579265
text__me enviaram,0.2166844722811092,0.2166844722811092
text__embalagem veio,-0.2166744744313538,0.2166744744313538
text__entregou antes,0.21655531484758989,0.21655531484758989
text__colchas,-0.21653327266458358,0.21653327266458358
text__ma,-0.21651897398351239,0.21651897398351239
text__tinha comprado,-0.21650097032694426,0.21650097032694426
text__realmente,-0.2164184027331884,0.2164184027331884
text__para presente,-0.21631786065237385,0.21631786065237385
text__as espectativas,-0.21630167248677623,0.21630167248677623
text__cor do,-0.21629440833062497,0.21629440833062497
