feature,coefficient,abs_coefficient
text__gostou,-0.7502842812060735,0.7502842812060735
text__complicado,0.750028748621716,0.750028748621716
text__da qualidade,-0.7490687476337907,0.7490687476337907
text__frágil,0.7490430099730546,0.7490430099730546
text__reclamei,0.7485326554324551,0.7485326554324551
text__brinde,-0.7479470470865954,0.7479470470865954
text__tudo como,-0.7479283483658054,0.7479283483658054
text__bem protegido,0.7466616153560539,0.7466616153560539
text__agora não,-0.7434741262615006,0.7434741262615006
text__só achei,-0.7422621790433189,0.7422621790433189
text__com agilidade,0.7419590359137316,0.7419590359137316
text__certinho antes,-0.7405923469397193,0.7405923469397193
text__embalado bem,0.7401145287265638,0.7401145287265638
text__se comprar,0.7395454101476922,0.7395454101476922
text__simples mas,0.7395373748911754,0.7395373748911754
text__com lacre,0.7391769923223185,0.7391769923223185
text__em minha,0.7390346565411968,0.7390346565411968
text__do problema,0.7371799217854099,0.7371799217854099
text__muito entrega,-0.7366356182873913,0.7366356182873913
text__foi de,0.7357330889686158,0.7357330889686158
text__lençol,0.7347064469511744,0.7347064469511744
tab__cat__product_category_main_cine_photo,-0.7345296581682069,0.7345296581682069
text__devido,-0.7344458789096319,0.7344458789096319
text__me foi,0.7342887297729028,0.7342887297729028
text__parafusos,0.7341299220884473,0.7341299220884473
text__gente,0.7334707895460653,0.7334707895460653
text__atendida,-0.7333355265697855,0.7333355265697855
text__compra na,0.7331802485013591,0.7331802485013591
text__cm,0.7323729628571828,0.7323729628571828
text__super confortável,0.731553815350275,0.731553815350275
text__por isso,-0.7311068645459106,0.7311068645459106
text__estar,-0.730561894604773,0.730561894604773
text__saindo,0.7303603677711631,0.7303603677711631
text__passei,0.7293149731836417,0.7293149731836417
tab__cat__product_category_main_fixed_telephony,-0.7292830322133779,0.7292830322133779
text__quanto,-0.7290101700309511,0.7290101700309511
text__do papel,0.728884770012957,0.728884770012957
text__material,-0.7286619321653895,0.7286619321653895
text__rápida parabéns,-0.7286113826139694,0.7286113826139694
text__aparentemente,-0.7285290611078483,0.7285290611078483
text__rápida tudo,-0.728103769351971,0.728103769351971
text__qual,-0.7276973905387347,0.7276973905387347
text__pra chegar,-0.7276779402192657,0.7276779402192657
text__do anunciado,0.7265025924162569,0.7265025924162569
text__em dias,-0.7261825781793514,0.7261825781793514
text__na,0.7260388939122779,0.7260388939122779
text__ninguém comprar,0.7259380269043072,0.7259380269043072
text__de papel,0.7259305493121744,0.7259305493121744
text__feita em,0.7257060687510275,0.7257060687510275
text__bom entregue,-0.7252869013946502,0.7252869013946502
text__design,-0.7250159506694461,0.7250159506694461
text__em perfeitas,0.7241519676299695,0.7241519676299695
text__muito desejar,0.7236043158601106,0.7236043158601106
tab__cat__seller_state_mode_SE,-0.7227940532505056,0.7227940532505056
text__os correios,-0.7222643413234578,0.7222643413234578
tab__cat__customer_state_MS,-0.7214942117632441,0.7214942117632441
text__entregaram antes,0.7211355733844468,0.7211355733844468
text__já passou,0.7206964829380441,0.7206964829380441
text__um dos,0.7206454656538357,0.7206454656538357
text__15,0.7203957101386266,0.7203957101386266
text__grandes,0.7203635448982618,0.7203635448982618
text__só faltou,0.7182325292691986,0.7182325292691986
text__prazo ainda,0.7181349881386427,0.7181349881386427
text__pendente,-0.717737360929568,0.717737360929568
text__da mesma,0.7169759707531532,0.7169759707531532
text__amo,-0.7159378546863214,0.7159378546863214
text__algum,-0.7158668716618423,0.7158668716618423
text__lindo chegou,-0.7157148848455696,0.7157148848455696
text__eu amei,-0.7154198645646601,0.7154198645646601
text__para me,0.715264452766827,0.715264452766827
text__corresponde ao,0.7151642311563982,0.7151642311563982
tab__cat__product_category_main_cds_dvds_musicals,-0.714810605746604,0.714810605746604
text__não usei,-0.7144066680940462,0.7144066680940462
text__extremamente,-0.7143260561182253,0.7143260561182253
text__levar,0.713550248932141,0.713550248932141
text__boa tarde,-0.713545218968626,0.713545218968626
text__de dias,0.7134518503356478,0.7134518503356478
tab__cat__payment_type_mode_debit_card,-0.7128245655301869,0.7128245655301869
text__peço,0.7128043013787839,0.7128043013787839
text__condições recomendo,-0.7121837101157265,0.7121837101157265
text__todos,0.7118322041401244,0.7118322041401244
text__quase,-0.7116548055736474,0.7116548055736474
text__no anúncio,-0.7115805023595239,0.7115805023595239
text__rápido recomendo,-0.7105758713575739,0.7105758713575739
text__qualidade adorei,-0.7096838629950978,0.7096838629950978
text__pena,0.7095456897128719,0.7095456897128719
text__muito rápida,0.7092702889553612,0.7092702889553612
text__que retirar,-0.7088975993435375,0.7088975993435375
text__pedido chegou,-0.708061816106082,0.708061816106082
text__me surpreendeu,0.7070514226228872,0.7070514226228872
text__achei produto,-0.7068954719682026,0.7068954719682026
text__prazo perfeito,-0.7068751714439212,0.7068751714439212
text__vez que,0.7066227078200286,0.7066227078200286
text__atraso na,0.7061194139116914,0.7061194139116914
text__depois do,0.7060527999165269,0.7060527999165269
text__no mesmo,-0.7041936885241558,0.7041936885241558
text__produto perfeito,-0.7041227183945368,0.7041227183945368
tab__cat__product_category_main_garden_tools,0.7036567730029579,0.7036567730029579
text__rolos,0.7028857196287162,0.7028857196287162
text__eficientes,0.7025628024896016,0.7025628024896016
text__prazo super,0.70207118937872,0.70207118937872
text__frete não,0.7020298362840275,0.7020298362840275
text__simples,-0.7011375779009851,0.7011375779009851
text__cobrado,0.7009262844539047,0.7009262844539047
text__veio muito,-0.7004086185711335,0.7004086185711335
tab__cat__product_category_main_bed_bath_table,0.7002771862402631,0.7002771862402631
text__ótimo chegou,-0.6996958951896638,0.6996958951896638
text__deixa,-0.6991800824108225,0.6991800824108225
text__pouco mais,-0.6983714541364884,0.6983714541364884
text__produto de,0.6982512027546566,0.6982512027546566
text__toalha,-0.696838623864494,0.696838623864494
text__pano,0.6962243562135241,0.6962243562135241
text__um kit,-0.6960577316329876,0.6960577316329876
text__atendeu,0.6954076841341236,0.6954076841341236
text__atendimento ao,0.695238751985846,0.695238751985846
text__adequado,0.6949086285627848,0.6949086285627848
text__eu estava,0.6940987163422457,0.6940987163422457
text__da minha,-0.6940010317362146,0.6940010317362146
text__natal,0.6937242648671975,0.6937242648671975
text__bem atendido,-0.6934923004633587,0.6934923004633587
text__contratado,0.6927353635023951,0.6927353635023951
text__exatamente,-0.6921087529932225,0.6921087529932225
text__violado,0.6916556910067735,0.6916556910067735
text__vendedor recomendo,-0.6911324757719645,0.6911324757719645
text__desde,-0.690570528493531,0.690570528493531
text__recebi certinho,-0.6903540157216781,0.6903540157216781
text__querer,0.6903082854977128,0.6903082854977128
text__nunca,-0.6898739004023264,0.6898739004023264
text__embalado de,-0.6897874346598509,0.6897874346598509
text__um prazo,0.6884938101357416,0.6884938101357416
text__eu,-0.688440315844355,0.688440315844355
text__tá,-0.6883281341196025,0.6883281341196025
text__cliente,0.6883281225743592,0.6883281225743592
text__tudo muito,-0.6878543737305503,0.6878543737305503
text__por uma,0.687753729101905,0.687753729101905
text__de plástico,0.6869832222328341,0.6869832222328341
text__fiz compra,-0.6864653684529102,0.6864653684529102
text__poderia ser,-0.6862683043249449,0.6862683043249449
text__cumprido,-0.6859559655551616,0.6859559655551616
text__descrito no,-0.6855834753961307,0.6855834753961307
text__produtos foram,0.6853347692102679,0.6853347692102679
text__avaliação,-0.6851826633683031,0.6851826633683031
text__na lannister,-0.6851685015124783,0.6851685015124783
text__deixou muito,0.6851322487923126,0.6851322487923126
text__superou as,-0.6847204940501749,0.6847204940501749
text__acho,-0.6842544805059625,0.6842544805059625
tab__cat__product_category_main_books_imported,-0.6841353997751127,0.6841353997751127
text__equipe,-0.6840452947190302,0.6840452947190302
text__lacrado,-0.6833286495722496,0.6833286495722496
text__uma loja,-0.6832870310382,0.6832870310382
text__segura,-0.6829074265215426,0.6829074265215426
text__torta,0.6824515112199695,0.6824515112199695
text__recomendo essa,-0.6824188620146279,0.6824188620146279
text__preciso,0.6819884116471885,0.6819884116471885
text__do preço,0.6810469527149362,0.6810469527149362
text__no meu,0.6806490704792987,0.6806490704792987
text__aos,-0.6805199816125109,0.6805199816125109
text__logística,-0.6786982011283872,0.6786982011283872
text__já,0.6784939546527885,0.6784939546527885
text__fico,0.6784849020375417,0.6784849020375417
text__dado,0.6778029804086492,0.6778029804086492
text__em relação,0.677458689550761,0.677458689550761
text__será,0.6773465379923214,0.6773465379923214
text__chegar,0.6770864540363095,0.6770864540363095
text__resistente,-0.6768862329486791,0.6768862329486791
text__obg,-0.6763868047024638,0.6763868047024638
text__esperado,0.6756469417459,0.6756469417459
text__nenhum problema,-0.6756010476852083,0.6756010476852083
text__dinheiro de,-0.6752259090708457,0.6752259090708457
text__jeito,-0.6747627768554698,0.6747627768554698
text__embalado com,-0.6743695480356603,0.6743695480356603
text__acordo,-0.6740731766547212,0.6740731766547212
text__com defeito,-0.6740113175862593,0.6740113175862593
text__meu filho,0.6735235490876113,0.6735235490876113
text__dentro do,0.6730222984074246,0.6730222984074246
text__entrega excelente,-0.672640945337504,0.672640945337504
text__fiquei satisfeita,-0.6725767729978689,0.6725767729978689
text__da imagem,0.672225066295849,0.672225066295849
text__colocar,-0.6717433558566187,0.6717433558566187
text__excelentes,-0.6710469159919487,0.6710469159919487
text__as lannister,-0.6707702206796541,0.6707702206796541
text__ontem,0.6703130494866989,0.6703130494866989
text__cadê,0.6701645289661621,0.6701645289661621
text__possível,0.6694223963106094,0.6694223963106094
text__segunda,-0.6693574509187892,0.6693574509187892
text__custo beneficio,-0.6690494655371718,0.6690494655371718
text__beneficio,-0.6690494655371718,0.6690494655371718
text__sao,-0.6685057695034433,0.6685057695034433
text__não mesmo,0.6674196093196855,0.6674196093196855
text__funções,0.6672967328254493,0.6672967328254493
text__lannister,-0.6672612727688778,0.6672612727688778
text__embalagem do,0.6664696561734375,0.6664696561734375
text__eu fiz,0.6664262956727929,0.6664262956727929
text__pra que,0.6663858351877862,0.6663858351877862
text__nesta,-0.6663540952555363,0.6663540952555363
text__sempre comprei,-0.6662594845538304,0.6662594845538304
text__garantia,-0.6660342609108774,0.6660342609108774
text__baratheon,0.665555320891497,0.665555320891497
text__constam,0.6654937875083483,0.6654937875083483
text__vermelho,-0.664981559544857,0.664981559544857
text__grande,-0.6644483481736025,0.6644483481736025
text__consta no,0.6644026979545944,0.6644026979545944
text__loja excelente,0.6640936214061449,0.6640936214061449
text__ir,-0.6637318440747849,0.6637318440747849
text__das peças,0.6637169833480574,0.6637169833480574
text__muito rapida,-0.6631385574462423,0.6631385574462423
text__em inglês,0.6629311017601773,0.6629311017601773
text__tão bom,0.6628838199016748,0.6628838199016748
text__ótima entrega,-0.6626893001708992,0.6626893001708992
text__adorei produto,0.6619899205177047,0.6619899205177047
text__buscar,0.6613915491581835,0.6613915491581835
text__produto está,0.660887994160188,0.660887994160188
text__foi realizada,0.6599606773509974,0.6599606773509974
text__muito tempo,-0.6598059818577487,0.6598059818577487
text__muito eficiente,-0.6589185867281632,0.6589185867281632
text__instalar,0.6588595912126206,0.6588595912126206
text__resistência,0.6587273060362219,0.6587273060362219
text__porque,0.6585397090691525,0.6585397090691525
text__espero receber,0.6577648683922108,0.6577648683922108
text__bom como,0.6573444593668907,0.6573444593668907
text__1000,-0.6567523172420895,0.6567523172420895
text__marrom,0.656714835307902,0.656714835307902
text__suporte para,0.6553911266709588,0.6553911266709588
text__protegido,0.6551347939338293,0.6551347939338293
text__que fiz,0.6546615314354797,0.6546615314354797
text__chegou ainda,-0.6542456010805315,0.6542456010805315
text__realizado,0.6536527757125294,0.6536527757125294
text__qualidade amei,-0.653604271861443,0.653604271861443
text__correio não,0.6528227744244216,0.6528227744244216
text__produto do,-0.6525337745284145,0.6525337745284145
text__certo conforme,-0.6515971698136015,0.6515971698136015
text__compra que,-0.6513188835436869,0.6513188835436869
text__cor,-0.6512978196068386,0.6512978196068386
text__conforme anuncio,-0.6508629918421555,0.6508629918421555
text__agil,-0.6508186416618732,0.6508186416618732
text__macio,-0.6506033531875591,0.6506033531875591
text__bom eu,-0.6504329291146044,0.6504329291146044
text__só,-0.6503492706215092,0.6503492706215092
text__pequenas,0.6496075378420509,0.6496075378420509
text__chegou tudo,-0.649092977548884,0.649092977548884
text__mas chegou,-0.6488576074274955,0.6488576074274955
text__parabéns entrega,0.6487351365968245,0.6487351365968245
text__passado,0.648708684839175,0.648708684839175
text__modelo,0.6480384125256607,0.6480384125256607
text__consegue,0.6476756017231939,0.6476756017231939
text__veio conforme,-0.6472265859598085,0.6472265859598085
text__pedir,0.646921809035004,0.646921809035004
text__ficou lindo,-0.6465620417178591,0.6465620417178591
text__brinquedo,-0.6461955977260601,0.6461955977260601
text__recebi as,-0.6461033985504236,0.6461033985504236
text__foi feita,0.6460933192706236,0.6460933192706236
text__vendedor produto,-0.645902939780512,0.645902939780512
text__minha casa,-0.6457446855369513,0.6457446855369513
text__mas pelo,0.645480129636501,0.645480129636501
text__de acordo,-0.6452827071482471,0.6452827071482471
text__disso,0.6452598185081265,0.6452598185081265
text__tudo de,-0.6451229460162756,0.6451229460162756
text__super recomendado,-0.6447897546905971,0.6447897546905971
text__bateria,-0.6444460619775577,0.6444460619775577
text__precisa,-0.6443791789071617,0.6443791789071617
text__igual ao,-0.6424068901616202,0.6424068901616202
text__veio incompleto,0.641970104835681,0.641970104835681
text__deste,-0.6415803509623436,0.6415803509623436
text__alta,-0.6411538696096826,0.6411538696096826
text__preciso que,0.6404690602479637,0.6404690602479637
text__vidro,-0.6394315685860459,0.6394315685860459
text__só tenho,0.639096431617783,0.639096431617783
text__recebi mercadoria,-0.638747286502794,0.638747286502794
text__difícil de,0.6386845931012852,0.6386845931012852
text__encomendei,-0.6383280970303693,0.6383280970303693
text__pensei,-0.6375866500257787,0.6375866500257787
text__pois chegou,0.6374914462659068,0.6374914462659068
text__bom atendimento,0.637327602527529,0.637327602527529
text__esta loja,-0.6370206908037837,0.6370206908037837
text__que imaginei,0.6358952578470082,0.6358952578470082
text__muito frágil,0.6354017748723688,0.6354017748723688
text__cancelamento,-0.6352995709423156,0.6352995709423156
text__no ato,0.635233071716384,0.635233071716384
text__mesmo produto,0.634332672600648,0.634332672600648
text__veio como,0.6338198118780359,0.6338198118780359
text__fiz,0.6333606213304553,0.6333606213304553
text__recebi produto,-0.633350238922444,0.633350238922444
text__na foto,-0.6324855987644765,0.6324855987644765
text__entregue apenas,0.6324563599230346,0.6324563599230346
text__super rapido,-0.6324403783592405,0.6324403783592405
text__veio errado,-0.632361137140497,0.632361137140497
text__nessa,-0.6323592937970067,0.6323592937970067
text__irei,-0.6323302030511095,0.6323302030511095
text__obrigado pela,-0.6320765819302593,0.6320765819302593
text__também,0.6318485151102933,0.6318485151102933
text__11,-0.6316297646119357,0.6316297646119357
text__01,0.6313150955549426,0.6313150955549426
text__atendimento perfeito,-0.6311329431663842,0.6311329431663842
text__eu pedi,0.6302265913156682,0.6302265913156682
text__bom custo,-0.6300227300091439,0.6300227300091439
text__muito fraco,0.6296234476098704,0.6296234476098704
text__inglês,0.6293097465541726,0.6293097465541726
tab__cat__product_category_main_fashion_underwear_beach,0.6291769199787738,0.6291769199787738
text__rápida eficiente,-0.6285996994445987,0.6285996994445987
text__nesta loja,-0.6285864924895573,0.6285864924895573
text__grande mas,0.6284486639290199,0.6284486639290199
text__de parede,0.627844595853264,0.627844595853264
text__boneca,-0.6277963863362118,0.6277963863362118
text__mas ainda,-0.6277270345517514,0.6277270345517514
text__vou ter,0.6267359447474703,0.6267359447474703
text__amei tapete,-0.6266708285029327,0.6266708285029327
text__mostra,-0.6262130285465671,0.6262130285465671
text__embora,-0.626076362121359,0.626076362121359
text__recebi ainda,-0.6260762267737722,0.6260762267737722
text__comprar na,-0.6260366728815869,0.6260366728815869
text__para meu,-0.6256365501313491,0.6256365501313491
text__lannister não,0.625300756084226,0.625300756084226
text__quanto ao,0.6252187898861139,0.6252187898861139
text__que era,-0.623909333591641,0.623909333591641
text__dentro da,-0.623708441918574,0.623708441918574
text__chegou na,0.6234350567361642,0.6234350567361642
text__linda cortina,-0.6229144439190689,0.6229144439190689
text__fino,0.6226581732661554,0.6226581732661554
text__uso já,0.6225294450642753,0.6225294450642753
text__deveriam,-0.6219065768041768,0.6219065768041768
text__aguardando,0.6202258901962625,0.6202258901962625
text__até,0.6201264477944436,0.6201264477944436
text__vir,0.6196767340847137,0.6196767340847137
text__satisfeita chegou,0.6195138833853362,0.6195138833853362
text__minhas espectativas,-0.6190270906721709,0.6190270906721709
text__somente um,-0.6190029306323304,0.6190029306323304
text__prazo qualidade,-0.6187349023857894,0.6187349023857894
text__triste,0.6183845665638488,0.6183845665638488
text__muito linda,0.618319933426487,0.618319933426487
text__das expectativas,-0.6179469831395641,0.6179469831395641
text__continuem assim,-0.6175036013600188,0.6175036013600188
text__rápido do,-0.6171573809413271,0.6171573809413271
text__impressão que,0.6169564914149721,0.6169564914149721
text__água,-0.616694445423876,0.616694445423876
text__entregou bem,-0.6163493141394271,0.6163493141394271
text__indicado,-0.6162290923459669,0.6162290923459669
text__de péssima,-0.6157237203128265,0.6157237203128265
text__produto só,0.6150462742270397,0.6150462742270397
text__de bom,-0.6146925152984086,0.6146925152984086
text__todo amassado,0.6145219417441847,0.6145219417441847
text__desse,-0.6142059041090032,0.6142059041090032
text__ótimo entregue,-0.6140161503781819,0.6140161503781819
text__com vcs,-0.6140153561433163,0.6140153561433163
text__adorei recomendo,-0.6138198819473915,0.6138198819473915
text__portanto,0.6133706744755343,0.6133706744755343
text__previsto gostei,-0.6131422228812684,0.6131422228812684
text__realizar,0.6123524765013629,0.6123524765013629
text__embalada,-0.612170693851652,0.612170693851652
text__que produto,-0.6118077369660369,0.6118077369660369
text__com minha,0.6114199465150066,0.6114199465150066
text__da empresa,-0.611319889590305,0.611319889590305
text__muito ruim,-0.6110021332462809,0.6110021332462809
text__comprei produtos,-0.6107557589421876,0.6107557589421876
text__da cortina,0.6086160809938689,0.6086160809938689
tab__cat__product_category_main_computers_accessories,0.6077369820015748,0.6077369820015748
text__feita,0.6077203822869004,0.6077203822869004
text__só recebi,0.6074139729803668,0.6074139729803668
text__prazo material,-0.6069276209858656,0.6069276209858656
text__rapida,0.6067959380848211,0.6067959380848211
text__nao,-0.6066593698045014,0.6066593698045014
text__produto ótima,-0.6065882498093749,0.6065882498093749
text__via,-0.6053924468328367,0.6053924468328367
text__solicito,-0.6053639090538115,0.6053639090538115
text__bonito muito,-0.6038973002228301,0.6038973002228301
tab__cat__product_category_main_la_cuisine,-0.6032812256601592,0.6032812256601592
text__comprei produto,-0.6031840183697528,0.6031840183697528
text__bem bonito,-0.602456768384829,0.602456768384829
text__recomento,-0.6018503749050557,0.6018503749050557
text__enquanto,-0.6016933973270854,0.6016933973270854
text__todo,-0.6010528299026568,0.6010528299026568
text__perfeito entrega,-0.600928081220899,0.600928081220899
text__mais de,-0.6002942911584626,0.6002942911584626
tab__cat__customer_state_AM,-0.6001554664904928,0.6001554664904928
text__voltarei,-0.600040582184183,0.600040582184183
text__com lannister,0.5995763876830401,0.5995763876830401
text__recebi minha,0.5983622977254147,0.5983622977254147
text__kits,-0.5980998288171036,0.5980998288171036
text__tenho do,0.5967230616000152,0.5967230616000152
text__os dois,-0.5967146334177833,0.5967146334177833
text__parece ser,0.5966692239600211,0.5966692239600211
text__uma ótima,-0.5955027827490706,0.5955027827490706
text__bom comprar,-0.595208908458268,0.595208908458268
text__entre,-0.5946872503329894,0.5946872503329894
text__não entregam,0.5945451974446608,0.5945451974446608
text__ótimo muito,-0.594100538726247,0.594100538726247
text__08,-0.5934238442302606,0.5934238442302606
text__luminária,-0.593250755041578,0.593250755041578
text__grata,-0.5929894874182475,0.5929894874182475
text__resolver,-0.5928553882159294,0.5928553882159294
text__mês,-0.5927395379838886,0.5927395379838886
text__nota,0.5921136217241088,0.5921136217241088
text__maravilhoso,-0.591036172362818,0.591036172362818
text__nada reclamar,0.5910146738400369,0.5910146738400369
text__entregue,-0.5906735033994451,0.5906735033994451
text__num,0.5904431857164589,0.5904431857164589
text__fazendo,0.5901005780511321,0.5901005780511321
text__data certa,0.5900676216418536,0.5900676216418536
text__prazo certinho,-0.5894804116779261,0.5894804116779261
text__td certinho,-0.5892030277664665,0.5892030277664665
text__foi vendido,0.5884172540936835,0.5884172540936835
text__correto bem,-0.5883879322228153,0.5883879322228153
text__abri,-0.5883227797028658,0.5883227797028658
text__bebê,-0.5882652014443035,0.5882652014443035
text__qualidade chegou,-0.588113192411924,0.588113192411924
tab__cat__product_category_main_music,-0.5878887950968391,0.5878887950968391
text__entregou produto,-0.5877244744851667,0.5877244744851667
text__certo produto,-0.5873199072491219,0.5873199072491219
text__igual,-0.5871202796390401,0.5871202796390401
text__ótimos produtos,-0.5870281652758654,0.5870281652758654
text__apenas uma,0.5863696871069769,0.5863696871069769
text__um ótimo,-0.5863171132274929,0.5863171132274929
text__confortavel,-0.5862408415195484,0.5862408415195484
text__entregar produto,0.5854328837508269,0.5854328837508269
text__as mercadorias,0.5852966879267036,0.5852966879267036
text__compre,-0.5848287963590899,0.5848287963590899
text__montagem,-0.5838920094772323,0.5838920094772323
text__achei muito,-0.5837586792534459,0.5837586792534459
text__duvidosa,0.5830463784105931,0.5830463784105931
text__ato da,0.5829429246054151,0.5829429246054151
text__anúncio,0.5816394671220159,0.5816394671220159
text__qualidade eu,-0.5812464393126705,0.5812464393126705
text__entrega de,0.5808023595721125,0.5808023595721125
text__black,0.5802232693639527,0.5802232693639527
text__prazo dado,-0.5801869816767483,0.5801869816767483
text__minhas necessidades,-0.5801312901464398,0.5801312901464398
text__eficiencia,-0.5797956225252123,0.5797956225252123
tab__cat__product_category_main_baby,0.5797059780117688,0.5797059780117688
text__aquisição,-0.579239146251705,0.579239146251705
text__rapida entrega,-0.5790851794167381,0.5790851794167381
text__fui bem,-0.5784989614382655,0.5784989614382655
text__número,-0.5783237269793968,0.5783237269793968
text__hora que,0.5778707151313688,0.5778707151313688
text__veio nota,-0.5775070678837674,0.5775070678837674
text__como na,-0.5771758507928989,0.5771758507928989
text__foi dentro,-0.5770849322061877,0.5770849322061877
text__quando,-0.5767791500242238,0.5767791500242238
text__duas unidades,-0.5765722596078052,0.5765722596078052
text__negócio,-0.5765483907002962,0.5765483907002962
text__pessoas,0.5752615889619607,0.5752615889619607
text__testar,0.575235565936702,0.575235565936702
text__bem antes,0.5744048571683135,0.5744048571683135
text__prazo bom,-0.5742271853075334,0.5742271853075334
text__ser mais,-0.5741116769742658,0.5741116769742658
text__pela loja,-0.5740786255530402,0.5740786255530402
text__muito para,0.5739971525132768,0.5739971525132768
text__produto vendedor,-0.5734968128372611,0.5734968128372611
text__veio sem,-0.5732583522043029,0.5732583522043029
text__super rapida,0.5728427985946745,0.5728427985946745
text__menor que,0.5728422220299372,0.5728422220299372
text__bom,0.5725752978301946,0.5725752978301946
text__qualidade com,0.5718680767207962,0.5718680767207962
text__abaixo,0.5716272684245022,0.5716272684245022
text__abaixo do,0.5716272684245022,0.5716272684245022
text__anunciado entrega,-0.571600898503921,0.571600898503921
text__12,-0.5706671044265186,0.5706671044265186
text__com que,-0.5701433152340579,0.5701433152340579
text__única,-0.5700507606255437,0.5700507606255437
text__gosto muito,-0.5696274353377626,0.5696274353377626
text__recomendaria,-0.5695911275898224,0.5695911275898224
text__estou no,-0.5693123118858265,0.5693123118858265
text__casa,0.5683492389059815,0.5683492389059815
text__conjunto,-0.5682963501346059,0.5682963501346059
text__ato,0.5682478400724391,0.5682478400724391
text__compro sempre,-0.5681318805043525,0.5681318805043525
text__tranquila,-0.5679832549819325,0.5679832549819325
text__cumpre,0.5679072342689064,0.5679072342689064
text__dessa vez,0.5677216295385477,0.5677216295385477
text__avaliar,0.5668100507045439,0.5668100507045439
text__00,-0.5664885876321832,0.5664885876321832
text__cores,-0.5663757267224266,0.5663757267224266
text__entregue bem,0.5662543814933857,0.5662543814933857
text__prazo era,-0.5658420762206101,0.5658420762206101
text__produto sem,-0.565794317200016,0.565794317200016
text__recebido,-0.5656363347825567,0.5656363347825567
text__ok produto,-0.565512478713951,0.565512478713951
text__em ótimo,-0.5651910053188719,0.5651910053188719
text__ótimo estado,-0.5651910053188719,0.5651910053188719
text__as compras,-0.5648608074143698,0.5648608074143698
text__entrega chegou,-0.564606502307214,0.564606502307214
text__pedido foi,-0.5645644650989329,0.5645644650989329
text__loja recomendo,0.5644810693508205,0.5644810693508205
text__ficar,-0.5642120766501509,0.5642120766501509
text__receber meu,0.5641588536599494,0.5641588536599494
text__encomenda,-0.5641452181818821,0.5641452181818821
text__sucesso,-0.5630034033050915,0.5630034033050915
text__agilidade,0.5628693441013136,0.5628693441013136
text__conformes,-0.562767995563344,0.562767995563344
text__todas as,0.5626793235231659,0.5626793235231659
text__estou satisfeita,0.5626121200257116,0.5626121200257116
text__entregue com,0.5618354406799759,0.5618354406799759
text__detalhes,-0.561762696540934,0.561762696540934
text__vendedor muito,-0.5614750173398899,0.5614750173398899
text__abrir,-0.5612861984877164,0.5612861984877164
text__cadeiras,-0.5605739004254159,0.5605739004254159
text__nf,-0.560494315001551,0.560494315001551
text__vou,0.5602777955863958,0.5602777955863958
text__que estava,-0.5601699909820248,0.5601699909820248
text__de,-0.5594570691747277,0.5594570691747277
text__muito,0.5594468382642906,0.5594468382642906
tab__cat__product_category_main_furniture_decor,0.5593340130653802,0.5593340130653802
text__urgente,0.5593219305810255,0.5593219305810255
text__site,0.5574832320332587,0.5574832320332587
text__branca,0.5573678193271426,0.5573678193271426
text__que fosse,-0.5573403914780313,0.5573403914780313
text__veio uma,0.5572626984338555,0.5572626984338555
text__telefone,-0.5571981737636738,0.5571981737636738
text__anunciado recomendo,-0.5569998416663408,0.5569998416663408
text__qualidade,0.5569837682717881,0.5569837682717881
text__parceiros,-0.5567543657209358,0.5567543657209358
text__cheiro,-0.5557237868773859,0.5557237868773859
text__produto tudo,-0.5554873097368872,0.5554873097368872
text__achei que,-0.5554105299953681,0.5554105299953681
text__chegou rapidinho,-0.5551666354828214,0.5551666354828214
text__depois de,-0.5545540256668487,0.5545540256668487
text__entrar,-0.5541572243017903,0.5541572243017903
text__itens que,0.553009491020381,0.553009491020381
text__além,-0.5529921079848015,0.5529921079848015
text__vieram,0.5523250921226847,0.5523250921226847
text__melhor ainda,-0.5520648431112583,0.5520648431112583
text__instalação,-0.5518588867250932,0.5518588867250932
text__nota 1000,-0.5512974072108765,0.5512974072108765
text__usando,-0.5511977306418328,0.5511977306418328
text__danificado,-0.5510610461479454,0.5510610461479454
text__pacote,-0.5502331754460555,0.5502331754460555
text__que prazo,-0.5501528289806253,0.5501528289806253
text__rastreio,-0.5495559147572725,0.5495559147572725
text__filho,0.5493331280837807,0.5493331280837807
text__prazo previsto,0.5492281631036826,0.5492281631036826
text__partes,-0.5491891749295658,0.5491891749295658
text__porta,-0.5490676313921358,0.5490676313921358
text__de compras,-0.5490671903775984,0.5490671903775984
text__era que,-0.5490489779371962,0.5490489779371962
text__um tapete,0.548551988417616,0.548551988417616
text__algo,-0.5484996281911189,0.5484996281911189
text__na compra,-0.548404628626685,0.548404628626685
text__novo,-0.5484007788387866,0.5484007788387866
text__uma resposta,0.5480655697819551,0.5480655697819551
text__adorei meu,0.5479559346602676,0.5479559346602676
text__bem embalado,-0.547505136370901,0.547505136370901
text__bom bonito,-0.5473365733189303,0.5473365733189303
text__uma cortina,0.5472278390382539,0.5472278390382539
text__proteção,-0.5469925397732229,0.5469925397732229
text__produto gostei,-0.5467001401291948,0.5467001401291948
text__de primeira,-0.54643297948619,0.54643297948619
text__surpreendeu,0.5458128311138976,0.5458128311138976
text__material bom,-0.5452711442872854,0.5452711442872854
text__em,-0.5447374487835063,0.5447374487835063
text__comprei unidades,0.5445054936449968,0.5445054936449968
text__ate antes,-0.5443457339341833,0.5443457339341833
